id	filename	md5	size	state
67fd2a8f-7696-4e5e-b323-a5106ecb1a7e	TCGA-EL-A3ZP-01A-01-TS1.51DD983F-7B3B-48A6-A227-DFAFEA4E6679.svs	d15eab255905bd57e4a1edbb83919898	139588699	validated
52bb0f77-dd25-4107-8072-a784f8d1e7e3	TCGA-EL-A3D4-01A-01-TSA.49846587-CECC-458B-85A1-5890E78D0D01.svs	094a517163c60d7a4e031f41593c4be1	226393873	validated
51571655-4184-4668-afc2-469e458d6b09	TCGA-DJ-A3VG-01A-01-TSA.0F33469A-D6CD-4749-A9F1-64A2D8D6F77A.svs	97e52526acee32a6a6b4e157ddada600	260300289	validated
bfc3fec6-f82e-4e7e-9329-a6f38deb048a	TCGA-J8-A3YG-01A-01-TS1.3319EAD1-6528-4EE1-9CFE-2D22078085F5.svs	24df37a28b5b0ee0729b240d9978efb5	499419655	validated
c101cc0b-cce9-4c13-b2bd-2af205ad28e3	TCGA-DJ-A13T-01A-01-TS1.914a4ca0-69c4-4fca-8641-1b298a8d64fc.svs	915e115e28d46a1415249c612cfa3857	304240819	validated
c0e8d377-95ef-4f91-aa23-b48d672d5043	TCGA-DJ-A2PV-01A-01-TSA.4648B3B3-5E29-4C4C-AAE0-3247DD0DC9EC.svs	88af904bfaec704c69595d44ef7affee	412548627	validated
530df13b-ec22-4a95-a999-52ace2286045	TCGA-DJ-A1QQ-01A-01-TSA.8ea6b90d-c3f4-420e-a9db-1d5450842436.svs	03ae56e1b0457b44eddd091e1f062645	268450379	validated
52e63b67-d71c-4ecb-b0d3-89627e7658be	TCGA-FK-A3SD-01A-01-TSA.06A9130A-E491-41EB-B3ED-D442EDA67F42.svs	dee416cb92df21d68587aa7177abbfc3	196356825	validated
51ac9ff2-9c3a-46a8-a9ca-69a0adc5cf6b	TCGA-EL-A4K2-11A-01-TS1.CF7AA71D-5511-476A-A896-149DB8302C04.svs	e306e861ee60784e1eef5c8c296f561d	26013409	validated
547db8ba-3280-4baf-a5c5-d03a1652e389	TCGA-EL-A3CY-01A-01-TSA.7E27CEDF-2E31-4A6D-B77D-40A791960361.svs	b4d6f8352e52b924373fa3575f04d64d	329621027	validated
563514f8-95e1-4948-8d3b-00ba37f1c2fe	TCGA-BJ-A2N7-11A-01-TSA.2A2F65D1-1FC5-47A4-8A70-B6CD87FB76F7.svs	072eeaee613b03d98f0907aaf1d5f221	74435813	validated
54b41ef7-4612-4b97-8fc8-0977a392c67a	TCGA-DJ-A13W-01A-01-BSA.9b6107d4-57b1-42a3-b590-9eb010519ba9.svs	825526dcef9c7d763d372aef986c147b	367794883	validated
565f83ae-c3ea-47d0-9cca-b2604e8edf09	TCGA-BJ-A4O9-11A-01-TSA.0CA51CBD-9ED1-48FD-95FE-F24033F4A795.svs	c10c13c661f255fc065255568e714ba6	35504037	validated
